node_id,longitude,latitude
667,126.7318070,45.7530197
668,126.6725151,45.7460401
669,126.6727662,45.7449687
670,126.6732871,45.7460680
671,126.6736777,45.7457735
672,126.6749526,45.7459006
673,126.6752515,45.7463210
674,126.6758922,45.7451999
675,126.6731868,45.7450080
676,126.7178842,45.7461341
677,126.7192307,45.7461293
678,126.7180773,45.7461292
679,126.5742559,45.6881342
680,126.5706065,45.6857142
681,126.6163444,45.7649336
682,126.6184621,45.7652493
683,126.6183307,45.7652305
684,126.7665234,45.7113176
685,126.7695609,45.7193058
686,126.7670389,45.7127119
687,126.7680261,45.7153490
688,126.7680663,45.7154530
689,126.7695197,45.7192110
690,126.5497632,45.6679941
691,126.5541405,45.6658948
692,126.5529169,45.6666465
693,126.6058104,45.7129404
694,126.6095961,45.7133644
695,126.6074406,45.7131348
